Source data;Code parking;Nom parking;Code Abréviation;Type de parc;Code postal;Adresse principale d'accès véhicules;geo;Téléphone;Fax;email;Ville;site web;lien web parking;Nombre de places;Nombre de niveaux;Hauteur maximum;ERP (etablissements recevant du public);Nombre d'ascenseurs;Horaires d'accès au public (pour les usagers non abonnés);Horaires d'accès aux abonnés;Accès motos;Accès vélos;Accessibilité PMR;Liber'T;Carte Total GR;Carte American Express;CB;Réservation de place sur Internet;Autopartage;Bornes de recharge véhicule électrique;Consigne à casques gratuite;Guidage à la place;Lavage voitures et/ou motos;Kit dépannage et gonflage;Défibrillateur;Vidéo surveillance;Ascenseur débouchant en surface;Ecran d'information;Vente de titres RATP;WC;Distributeurs boissons /confiseries;Musique d'ambiance;Places véhicules petite longueur (-3m);Réparation pare brise;Réseau GSM (à tous les niveaux);Station de location de voiture;Vehicules GPL;Date d'application des tarifs;horaire : VL : 15mn : 15 min;horaire : VL : 1h00 : 1 hr;horaire : VL : 3h00 : 3 hr;horaire : VL : 24h00 : 24 hr;horaire : MOTO : 15mn : 15 min;forfait : VL : Forfait Nuit - 19h-9h : Night rate, 7pm-9am;forfait : VL : Forfait Nuit - 20h-5h : Night rate, 8pm-5am;forfait : VL : Forfait 2 jours : 2 day rate;forfait : VL : Forfait 5 jours : 5 day rate;forfait : VL : Forfait 1 semaine : 1 week rate;forfait : VL : Forfait Manisfestation 1/2 journée (12h) : Event rate - 12 hr;forfait : VL : Forfait Manisfestation 1 journée (24h) : Event rate - 24 hr;forfait : VL : Forfait Spectacle de 16h à 7h59 (16h) : Event rate - 3pm to 7.59am (17hr);forfait : MOTO : Forfait Nuit - 19h-9h : Night rate, 7pm-9am;forfait : MOTO : Forfait Nuit - 20h-5h : Night rate, 8pm-5am;forfait : MOTO : Forfait Week-end - vend 14h à lund 9h : Weekend rate, Fri 2pm - Mon 9am;forfait : MOTO : Forfait 2 jours : 2 day rate;forfait : MOTO : Forfait 5 jours : 5 day rate;forfait : MOTO : Forfait 1 semaine : 1 week rate motorcycle;"""abo : VL : abonnement annuel prélevé mensuellement place réservée (par mois) : Annual season ticket, monthly instalments, unallocated space, """"LPG"""" (per year) : standard : réservé : annuel prélevé mensuellement""";"""abo : VL : abonnement annuel prélevé mensuellement placement libre """"""""Résidents"""""""" (par mois) : Annual season ticket, monthly instalments, unallocated space, short vehicle (<3m) (per year) : résident : libre : annuel prélevé mensuellement""";"""abo : VL : abonnement annuel prélevé mensuellement placement libre """"Résidents petits rouleurs"""" minimum (par mois) : Annual season ticket, unallocated space, Night, 6.30pm-8.30am : rpr : libre : annuel prélevé mensuellement""";abo : MOTO : abonnement annuel prélevé mensuellement place réservée (par mois) : Annual season ticket, monthly instalments, allocated space, level -5 (per month) : standard : réservé : annuel prélevé mensuellement;abo : VL : abonnement annuel prélevé mensuellement place réservée Niv-1 (par an) (par mois) : Monthly season ticket, unallocated space, with Navigo pass : standard : réservé : annuel prélevé mensuellement;abo : VL : abonnement trimestriel placement libre : Quarterly season ticket, unallocated space with Navigo pass, Mon-Fri 6am-10pm : standard : libre : trimestriel;abo : MOTO : abonnement annuel prélevé mensuellement placement libre (par mois) : abonnement annuel prélevé mensuellement placement libre (par mois) : standard : libre : annuel prélevé mensuellement;horaire : VL : 12h00 : 12 hr;horaire : VL : 20mn : 20mn;horaire : VL : 30mn : 30 min;forfait : VL : Forfait Week-end - vend 14h à lund 9h : Weekend rate, Fri 2pm - Mon 9am - Limited entrie/exit;forfait : VL : Forfait 2 semaines : 2 week rate;forfait : VL : Forfait 1 mois : 1 month rate (from fist day to the last day each month);forfait : VL : Forfait Manisfestation sportive et concert : Forfait Manisfestation sportive et concert;forfait : VL : Forfait Roland Garros : Forfait Roland Garros;forfait : VL : Forfait 3 jours : 3 day rate;forfait : MOTO : Forfait 2 semaines : 2 week rate motorcycle;forfait : MOTO : Forfait 1 mois : 1 month rate motorcycle (from fist day to the last day each month);forfait : MOTO : Forfait Nuit - 21h-7h : Forfait Nuit - 21h-7h;forfait : MOTO : Forfait 3 jours : 3 day rate;abo : VL : abonnement mensuel placement libre : Monthly season ticket, unallocated space : standard : libre : mensuel;"""abo : VL : abonnement mensuel placement libre """"Résidents petits rouleurs"""" minimum : Monthly season ticket, unallocated space, """"Occasional driver residents"""" minimum : rpr : libre : mensuel""";abo : VL : abonnement mensuel place réservée : Monthly season ticket, allocated space : standard : réservé : mensuel;abo : VL : abonnement trimestriel place réservée : Quarterly season ticket, allocated space : standard : réservé : trimestriel;"""abo : VL : abonnement trimestriel placement libre """"Résidents petits rouleurs"""" minimum : Quarterly season ticket, unallocated space, """"Occasional driver residents"""" minimum : rpr : libre : trimestriel""";"""abo : VL : abonnement annuel placement libre """"Résidents petits rouleurs"""" minimum : Annual season ticket, reduced mobility : rpr : libre : annuel""";abo : VL : abonnement annuel prélevé mensuellement placement libre (par mois) : abonnement annuel prélevé mensuellement placement libre (par mois) : standard : libre : annuel prélevé mensuellement;"""abo : VL : abonnement trimestriel placement libre """"Résidents"""" : abonnement trimestriel placement libre """"Résidents"""" : résident : libre : trimestriel""";abo : VL : abonnement mensuel placement libre Autopartage : Quarterly season ticket, unallocated space : autopartage : libre : mensuel;"""abo : VL : abonnement trimestriel placement libre Autopartage : 6 month season ticket, unallocated space, """"Occasional driver residents"""" maximum : autopartage : libre : trimestriel""";"""abo : VL : abonnement mensuel placement libre """"Résidents"""" : Monthly season ticket, unallocated space, """"Residents"""" : résident : libre : mensuel""";abo : VL : abonnement mensuel place réservée Niv-1 : Monthly season ticket, allocated space, Level -1 : standard : réservé : mensuel;"""abo : VL : abonnement annuel place réservée Niv-1 : Annual season ticket, unallocated space, """"Residents"""" : standard : réservé : annuel""";abo : VL : abonnement annuel prélevé mensuellement place réservée Niv-3 (par mois) : abonnement annuel prélevé mensuellement place réservée Niv-3 (par mois) : standard : réservé : annuel prélevé mensuellement;"""abo : MOTO : abonnement mensuel placement libre : Monthly season ticket, unallocated space, """"Residents"""" : standard : libre : mensuel""";"""abo : MOTO : abonnement mensuel placement libre """"Résidents"""" : abonnement mensuel placement libre """"Résidents"""" : résident : libre : mensuel""";abo : MOTO : abonnement trimestriel placement libre : Annual season ticket, unallocated space with Navigo pass, Mon-Fri 6am-10pm : standard : libre : trimestriel;"""abo : MOTO : abonnement trimestriel placement libre """"Résidents"""" : Annual season ticket, allocated space, level -3 : résident : libre : trimestriel""";abo : MOTO : abonnement mensuel place réservée : Quarterly season ticket, unallocated space : standard : réservé : mensuel;abo : MOTO : abonnement trimestriel place réservée : Annual season ticket, allocated space : standard : réservé : trimestriel;abo : VELO : abonnement mensuel placement libre : Monthly season ticket, unallocated space bike : standard : libre : mensuel;abo : VLPL : abonnement annuel prélevé mensuellement placement libre véhicules petite longueur (-3m) (par mois) : Annual season ticket, monthly instalments, allocated space, level -2 (per month) : standard : libre : annuel prélevé mensuellement;abo : VLELEC : abonnement annuel prélevé mensuellement placement libre pour véhicule électrique (par mois) : Annual season ticket, monthly instalments, allocated space, level -1 (per month) : standard : libre : annuel prélevé mensuellement;abo : VLBE : abonnement annuel prélevé mensuellement placement libre Basse émission (par mois) : Annual season ticket, monthly instalments, allocated space, level -4 (per month) : standard : libre : annuel prélevé mensuellement;abo : VLGPL : abonnement annuel prélevé mensuellement placement libre GPL (par mois) : Annual season ticket, monthly instalments, unallocated space, Day, Mon-Fri 8am-8pm (per year) : standard : libre : annuel prélevé mensuellement;abo : PMR : abonnement mensuel PMR : Monthly season ticket, reduced mobility : pmr : libre : mensuel;Zones stationnement résidentiel
Saemes;PMO26;Parking Méditerranée - Gare de Lyon;MED;public;75012;26 rue de Chalon;48.845002,2.375691;01 43 07 48 58;01 43 07 42 30;mediterranee@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-mediterranee-gare-lyon;1622;6;1.9;oui;7;24h/24, 7j/7;24h/24, 7j/7;oui;oui;oui;oui;oui;non;oui;oui;non;oui;oui;non;oui;oui;non;oui;oui;oui;non;oui;non;oui;oui;non;oui;non;non;01/01/2019;1.2;4.8;14.4;38.8;0.4;;;75.6;133.2;148.9;;;;;;17.0;26.4;46.6;52.0;340.0;;;;;846.0;95.0;;;;49.00 €;;;;;;;;;;297.00 €;;371.00 €;1057.00 €;;;272.00 €;;;;;;;;103.90 €;94.00 €;296.10 €;267.00 €;;;15.00 €;;;;;;Aucune zone définie
Saemes;PMO65;Parking Bercy Seine;BER;public;75012;Intersection de la rue joseph Kessel et 210 quai de Bercy - prendre élargissement de chaussée;48.833875,2.382319;01 43 47 00 01;01 43 47 02 11;bercy@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-bercy;310;1;1.9;oui;1;24h/24 7j/7;24h/24, 7j/7;oui;oui;oui;non;oui;oui;oui;oui;non;oui;non;non;non;oui;non;oui;oui;non;non;oui;non;oui;non;non;non;non;non;01/07/2018;0.95;3.8;11.4;34.2;0.35;;;;77.0;97.0;;;15.0;;;16.0;;27.0;34.0;;109.0;;;;451.0;62.0;;;;43.00 €;;;;;;;;;;170.00 €;;;554.00 €;;;156.00 €;;;;;;;;68.00 €;51.00 €;180.00 €;135.00 €;;;15.00 €;;;;;;12F 12G 12J 12K 12L 13K 13P 13R 13S
Saemes;PMO81;Parc Relais Val d'Europe - Serris Montévrain;VDE;relais;77144;77 rue de la Charbonnière;48.85378,2.7689;01 60 42 39 50;01 64 63 21 74;montevrain@saemes.fr;Montévrain;www.saemes.fr;www.saemes.fr/fr/parking/parc-relais-val-europe-serris-montevrain;722;7;1.9;oui;2;5h / 1h30 du lundi au vendredi, 7h/15h le samedi, fermé le dimanche et jours fériés;24h/24, 7j/7;oui;oui;oui;non;oui;non;oui;oui;non;oui;non;non;non;oui;non;oui;oui;non;non;oui;non;oui;non;non;oui;non;non;01/01/2019;0.3;1.2;3.0;5.3;;;;18.1;26.6;26.6;;;;;;;;;;;;;;;139.2;;;;;;;;;;;;;;;50.30 €;;;;;;46.10 €;;;;;;;;25.20 €;;69.60 €;;;;0.00 €;;;;;;
Saemes;PMO84;Parc Relais Vaires Torcy;VTO;relais;77360;17 avenue des Mésanges;48.8759,2.64306;01 64 21 26 81;01 64 21 26 81;vaires-torcy@saemes.fr;Vaires-sur-Marne;www.saemes.fr;www.saemes.fr/fr/parking/parc-relais-vaires-torcy;241;2;1.9;oui;0;24h/24, 7j/7;24h/24, 7j/7;oui;oui;oui;non;oui;non;oui;oui;non;non;non;non;non;non;non;oui;oui;non;non;non;non;non;oui;non;oui;non;non;01/01/2019;0.3;1.2;3.6;8.4;;;;;;16.0;;;;;;;;;;;;;;;139.1;;;;;;;;;;;;;;;48.80 €;;;;;;44.70 €;;;;;;;;24.40 €;;69.60 €;;;;7.00 €;;;;;;
Saemes;PRO10;Parking Polytechnique;PLT;résidentiel;75005;rue Jacques Henri Lartigue;48.847013,2.351095;01 44 82 99 99;01 42 33 32 77;info.commercial@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-polytechnique;259;;1.9;non;1;24h/24, 7j/7;24h/24, 7j/7;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;01/07/2019;;;;;;;;;;;;;;;;;;;;208.0;;;83.0;;;;;;;;;;;;;;;;;;;224.00 €;660.00 €;;;;;;;;;;;;;;;90.00 €;264.00 €;;;;;;;Aucune zone définie
Saemes;PRO15;Parking Mozart;MOZ;résidentiel;75016;56-67 avenue Mozart;48.854801,2.269472;01 44 82 99 99;01 42 33 32 77;info.commercial@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-mozart;267;;1.9;non;1;24h/24, 7j/7;24h/24, 7j/7;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;01/07/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;819.00 €;;;;;;;;;;;;;;;;328.00 €;;;;;;;Aucune zone définie
Saemes;PRU89;Parking Flandrin;FLD;résidentiel;75016;face au 2 boulevard Flandrin;48.86438,2.27219;01 44 82 99 99;01 42 33 32 77;info.commercial@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-flandrin;228;;0.0;non;0;24h/24, 7j/7;24h/24, 7j/7;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;non;non;01/01/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saemes;PRO14;Parking Péreire;PER;résidentiel;75017;209 Boulevard Pereire;48.883775,2.295416;01 44 82 99 99;01 42 33 32 77;info.commercial@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-pereire;298;;2.1;non;0;24h/24, 7j/7;24h/24, 7j/7;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;oui;non;non;non;non;01/07/2017;;;;;;;;;;;;;;;;;;;;;;;115.0;;;;;;;;;;;;;;;;;;;;848.00 €;;;;;;;;;;;;;;;;339.00 €;;;;;;;Aucune zone définie
Saemes;PRO76;Parking Islettes;OPAC1;résidentiel;75018;12 rue de Islettes;48.884416,2.35083;01 42 62 78 71;01 42 23 01 64;goutte-d-or@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-islettes;50;;1.9;non;0;24h/24, 7j/7;24h/24, 7j/7;oui;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non;non;non;01/07/2019;;;;;;;;;;;;;;;;;;;;107.3;;;43.0;;;;;;;;;;;;;;;;;;;117.00 €;327.00 €;;;;;;;;;;;;;;;47.00 €;131.00 €;;;;;;;
Saemes;PMO95;Parking Hôtel de Ville;HDV;public;75004;6 Quai de Gesvres;48.8566,2.349481;01 42 71 51 96;01 42 71 12 11;hotel-de-ville@saemes.fr;Paris;www.saemes.fr;www.saemes.fr/fr/parking/parking-hotel-ville;505;5;1.85;oui;1;24h/24, 7j/7;24h/24, 7j/7;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;non;oui;oui;non;oui;oui;non;non;oui;non;oui;oui;non;oui;non;non;01/07/2018;1.05;4.2;12.6;37.8;0.4;;19.0;;104.0;136.0;;;;;7.00 €;18.0;;36.0;48.0;320.6;;147.95;;;767.0;86.3;;;;50.00 €;;;;;;;;;;269.00 €;161.40 €;349.70 €;997.00 €;460.20 €;1614.00 €;246.58 €;;188.30 €;536.90 €;;;;;94.15 €;65.90 €;268.45 €;187.90 €;;;16.00 €;123.29 €;123.29 €;;172.61 €;;1E 2E 3E 4E 34F 5G 5J 6E 11G
